59.0, -736.0, 0.0, 0.0, 0.0, 30.0, -4.304383887721217
21.0, 0.0, 610.0, 0.0, 0.0, 0.0, -3.569593188456314
22.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
24.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
22.0, -54.0, 0.0, 0.0, 0.0, 30.0, -0.31640303366931055
29.0, 0.0, 73.0, 0.0, 0.0, 0.0, -0.42772642913064823
22.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
23.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
22.0, 121.0, 0.0, 0.0, 0.0, 0.0, 0.7089481920829942
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
30.0, 0.0, -117.0, 0.0, 0.0, 30.0, 0.6855141629588133
25.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
21.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.023437498692723987
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
23.0, 0.0, 6.0, 0.0, 0.0, 0.0, -0.035156245587944016
26.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
24.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
33.0, -8.0, 2.0, 0.0, 0.0, 24.0, -0.05859372957382307
17.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
29.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
24.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
23.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.029296872446726678
22.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
22.0, 0.0, -4.0, 0.0, 0.0, 30.0, 0.023437498692723987
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
27.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
20.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
22.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
20.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
20.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
22.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
23.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
31.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
20.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
23.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
22.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
15.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
51.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
26.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
16.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
22.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
49.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
18.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
19.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
25.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
20.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
27.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
20.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
22.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
30.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
23.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
23.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
21.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
22.0, 0.0, 0.0, 0.0, 0.0, 2.147483647E9, 0.0
